district,ward,village,latitude,langitude,year,hh_served,functional_stat,pump_type,outlet,soak_away_pit,protecte,date_of_last_visit,vpm_visits_yearly,bh_committe,seasonality,aquifer_yield,bh_depth,palatabilit,total_dissolved_solids
Chipinge,23,Chimoio,-20.143321,32.3462622,2015,20,Fully Functional,Bush Pump Type B,2,False,Yes,2022-05-19,1,Functional,Perennial,6.0,108,True,581
Mutare,25,Masvaure,-19.3699806,32.374343,2014,48,Non-Functional,Bush Pump Type A,1,False,Yes,2022-03-06,1,Non-functional,Perennial,0.262953931,58,True,190
Chipinge,25,ZIKHUYUMO,-20.7893865,32.405849,2015,28,Non-Functional,Bush Pump Type B,1,False,Yes,2022-08-26,1,Non-functional,Seasonal,0.693398761,68,False,993
Makoni,24,Nerwande,-18.7273145,31.8643008,2010,35,Non-Functional,Bush Pump Type A,1,False,Yes,2022-01-20,1,Functional,Perennial,40.0,96,False,780
Mutasa,14,Dzingirai,-18.5901349,32.5233998,1999,17,Fully Functional,Bush Pump Type B,1,True,Yes,2022-12-09,2,Functional,Perennial,19.0,115,False,713
Mutare,13,Mujaji Village,-19.140873,32.5066847,2006,25,Non-Functional,Bush Pump Type A,1,True,Yes,2023-05-09,3,Functional,Seasonal,42.0,61,False,727
Buhera,5,Mhara,-19.2582164,31.4668953,1994,13,Fully Functional,Bush Pump Type B,1,False,Yes,2022-07-07,2,Non-existent,Perennial,24.0,89,True,23
Chipinge,27,Makweza,-20.9220734,32.167488,2015,60,Non-Functional,Bush Pump Type B,1,False,Yes,2023-01-13,3,Functional,Perennial,47.0,39,True,284
Chimanimani,19,Munengerwa,-19.8514886,32.5498474,1990,5,Fully Functional,Bush Pump Type B,1,False,Yes,2022-12-02,1,Functional,Seasonal,33.0,113,True,370
Chimanimani,9,Matiashe,-19.7675162,32.5400461,2014,16,Partially Functional,Bush Pump Type B,1,False,Yes,2022-03-14,2,Functional,Perennial,20.0,37,True,75
Chipinge,12,Holland Committe Of 7,-20.3149904,32.5533622,1971,0,Non-Functional,Mono Pump,1,False,No,2022-11-18,1,Non-existent,Seasonal,0.292101367,107,False,620
Makoni,20,Dzinemurumbi,-18.4142766,32.4167802,2014,21,Fully Functional,Bush Pump Type B,1,True,Yes,2022-02-17,2,Functional,Perennial,28.0,24,True,579
Mutare,28,Masasi,-19.4681179,32.3950773,2015,15,Non-Functional,Bush Pump Type A,1,False,Yes,2022-04-06,1,Non-functional,Perennial,9.0,67,True,223
Chimanimani,4,Mundireki,-19.5706943,32.6217187,2010,26,Partially Functional,Bush Pump Type B,1,False,Yes,2023-02-26,3,Functional,Seasonal,38.0,53,True,100
Chipinge,2,Samhutsa,-20.0499676,32.6019131,1999,50,Non-Functional,Bush Pump Type B,1,False,Yes,2023-04-30,3,Non-existent,Perennial,20.0,82,True,492
Chipinge,1,Mutendadzamera,-19.9405984,32.4600291,2006,12,Fully Functional,Bush Pump Type B,1,True,Yes,2022-10-02,1,Functional,Perennial,15.0,27,True,228
Buhera,26,Mutiba,-19.8047473,32.0541892,1994,20,Partially Functional,Bush Pump Type B,1,False,Yes,2022-07-16,2,Functional,Perennial,18.0,76,True,399
Mutare,35,Mutsetse,-19.0562623,32.5739116,2015,30,Partially Functional,Bush Pump Type B,1,False,Yes,2023-04-20,3,Functional,Perennial,0.854673046,80,True,105
Mutasa,11,Kupeta/Mazimauya,-18.6209672,32.6514133,1990,20,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-26,1,Functional,Perennial,7.0,104,True,212
Chipinge,28,Marega,-20.8954478,32.3919483,2014,10,Fully Functional,National Pump,1,False,No,2023-05-14,3,Non-existent,Seasonal,0.900123148,58,False,779
Makoni,36,Dzomba,-17.9611935,32.5102469,1971,25,Partially Functional,Bush Pump Type B,1,True,Yes,2022-02-23,1,Functional,Perennial,0.485037427,39,True,120
Buhera,28,Matengarumvi,-19.6932203,32.1284769,1955,50,Fully Functional,Bush Pump Type A,1,False,Yes,2022-08-23,1,Functional,Perennial,0.16613721,94,True,82
Makoni,17,West Valley Village,-18.6957284,32.1815129,2016,58,Fully Functional,Bush Pump Type B,1,True,Yes,2022-02-20,2,Functional,Perennial,0.009307667,96,False,767
Makoni,19,Chihomva,-18.5447729,32.2902607,1984,8,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-18,1,Functional,Perennial,46.0,28,True,476
Buhera,26,Chaputika,-19.8389403,32.0602416,1992,20,Fully Functional,Bush Pump Type A,1,False,Yes,2023-03-16,3,Non-Functional,Perennial,41.0,95,True,124
Makoni,21,Murungu,-18.5211753,32.3896316,1992,15,Fully Functional,Bush Pump Type A,1,True,Yes,2022-11-02,2,Functional,Perennial,19.0,37,True,330
Makoni,29,Tokoyo,-18.8789684,32.0335552,1986,43,Non-Functional,Bush Pump Type A,1,False,No,2022-02-03,1,Non-functional,Perennial,0.691264255,79,True,127
Mutasa,11,Matiza,-18.6028557,32.6417828,1993,23,Fully Functional,Bush Pump Type B,2,False,Yes,2022-05-23,1,Functional,Perennial,33.0,74,True,306
Chipinge,23,Chimoio,-20.7324756,32.392943,1986,0,Non-Functional,Bush Pump Type B,1,False,No,2022-06-21,2,Functional,Perennial,27.0,106,False,655
Mutasa,20,Chimbadzwa,-18.731656,32.6486017,2015,10,Fully Functional,Bush Pump Type B,1,True,Yes,2022-10-18,1,Functional,Perennial,38.0,37,False,770
Makoni,7,8A,-18.1283275,32.2104259,2000,0,Non-Functional,Bush Pump Type A,1,False,Yes,2022-01-01,1,Non-functional,Perennial,41.0,110,True,335
Mutasa,6,Rori,-18.5058453,32.8576661,2015,60,Fully Functional,Bush Pump Type B,1,False,Yes,2022-11-20,2,Functional,Perennial,23.0,25,True,378
Makoni,10,27 Nemaire,-18.3068609,32.3629026,2014,0,Non-Functional,Bush Pump Type A,1,False,Yes,2022-03-06,1,Non-existent,Perennial,43.0,95,True,201
Buhera,23,Charuka,-19.4221745,32.0747624,2015,15,Fully Functional,Bush Pump Type B,1,False,Yes,2022-06-23,1,Non-Functional,Perennial,18.0,107,False,956
Chipinge,28,Mutumbami,-20.8640447,32.3757365,2010,18,Partially Functional,Bush Pump Type B,1,False,Yes,2022-10-17,1,Functional,Perennial,30.0,91,True,503
Mutare,35,Madziwana,-19.1005854,32.4915401,1999,30,Fully Functional,Bush Pump Type A,1,False,Yes,2022-11-18,2,Functional,Seasonal,0.019767627,38,False,736
Nyanga,18,Mapako Village,-18.022531,32.5445419,2006,28,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-23,3,Functional,Perennial,14.0,28,True,498
Buhera,26,Charuma,-19.766353,31.9617704,1994,19,Fully Functional,Bush Pump Type B,1,False,Yes,2022-04-18,2,Functional,Perennial,19.0,91,True,312
Mutare,12,Shundure 2 (Harry),-19.1993854,32.4614527,2015,50,Non-Functional,Bush Pump Type B,1,True,Yes,2022-02-04,1,Functional,Seasonal,0.995900238,68,True,413
Mutasa,15,Duri,-18.603567,32.5444075,1990,45,Fully Functional,Bush Pump Type B,1,True,Yes,2022-04-08,1,Functional,Perennial,46.0,93,True,189
Mutare,11,Piason Mushunje,-19.2130558,32.42224,2014,21,Fully Functional,Bush Pump Type B,1,True,Yes,2022-08-05,2,Functional,Perennial,49.0,98,True,470
Makoni,24,Madongorere,-18.7052272,31.8287384,1971,13,Fully Functional,Bush Pump Type B,1,False,Yes,2022-07-23,2,Functional,Perennial,42.0,39,True,368
Mutasa,12,Ruwende,-18.4470344,32.5782661,1989,20,Fully Functional,Bush Pump Type A,1,False,Yes,2022-03-13,2,Functional,Perennial,30.0,48,True,377
Makoni,20,Nyadondo,-18.4135291,32.3225269,1992,0,Non-Functional,Bush Pump Type B,1,True,Yes,2022-06-26,1,Functional,Perennial,24.0,105,False,915
Mutasa,15,Kudumba,-18.5387036,32.5427391,1996,11,Fully Functional,Bush Pump Type B,1,True,Yes,2022-11-16,1,Functional,Perennial,6.0,73,True,449
Chipinge,22,Masosote B,-20.6341217,32.2930935,1984,23,Fully Functional,Bush Pump Type B,1,False,No,2022-10-31,2,Functional,Perennial,46.0,53,False,712
Chipinge,25,MAUNGA,-20.7392094,32.3759728,2017,60,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-03,3,Functional,Perennial,0.04991002,97,True,480
Buhera,16,Tarwirei,-19.4452834,31.6416611,2016,60,Fully Functional,Bush Pump Type B,1,False,Yes,2022-06-18,2,Functional,Perennial,34.0,82,True,137
Mutasa,19,Dombo Village 7,-18.6819517,32.7190745,1994,55,Non-Functional,Bush Pump Type B,1,True,Yes,2022-08-10,2,Non-functional,Seasonal,0.340272815,22,False,972
Chimanimani,19,Mutendadzamera,-19.8952662,32.5353801,1998,15,Non-Functional,Bush Pump Type B,1,False,Yes,2022-09-14,2,Functional,Perennial,5.0,42,True,256
Chipinge,25,ZIKHUYUMO,-20.8268205,32.3611601,1991,48,Non-Functional,Bush Pump Type B,1,False,Yes,2022-02-17,2,Non-functional,Seasonal,0.298250217,45,False,838
Chipinge,1,Nedanhe,-19.9620452,32.4867046,2010,25,Fully Functional,Bush Pump Type B,1,True,Yes,2022-08-03,1,Functional,Seasonal,0.666583829,54,True,521
Mutare,34,Village Q,-19.0873326,32.39471263,1986,25,Fully Functional,Bush Pump Type B,1,False,Yes,2022-12-14,1,Functional,Perennial,19.0,115,False,683
Mutare,28,Mafurere,-19.4759028,32.3532684,1954,16,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-08,1,Non-existent,Perennial,12.0,71,True,479
Buhera,30,Chako,-19.8296322,32.3528194,1968,39,Partially Functional,Bush Pump Type B,1,False,Yes,2023-02-18,3,Functional,Perennial,16.0,72,False,928
Chipinge,22,Tafuka,-20.661408,32.291038,2010,50,Non-Functional,Bush Pump Type B,1,True,Yes,2022-09-07,1,Non-functional,Perennial,48.0,53,False,693
Chipinge,25,MANDEGA 2,-20.74972,32.4483155,1994,43,Non-Functional,Bush Pump Type B,1,False,Yes,2022-01-06,1,Functional,Perennial,27.0,62,True,16
Nyanga,5,Chiwarira,-17.6515759,32.9556805,2016,46,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-09,1,Functional,Perennial,0.977545179,76,True,120
Makoni,7,13A,-18.1525018,32.1188029,1985,0,Non-Functional,Bush Pump Type B,1,False,No,2022-07-23,1,Non-functional,Seasonal,0.782934207,74,True,511
Mutare,13,Makarange Village,-19.1506694,32.5292644,1986,25,Non-Functional,Bush Pump Type A,1,False,Yes,2022-11-11,1,Functional,Perennial,30.0,63,False,927
Mutare,5,Matika,-19.0422976,32.5210262,1993,10,Fully Functional,Bush Pump Type B,1,True,Yes,2022-10-17,2,Functional,Seasonal,0.987486724,54,False,624
Buhera,18,Mahwengwa,-19.244023,31.452607,1986,15,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-21,3,Functional,Perennial,33.0,75,True,148
Buhera,11,Soro,-19.1361646,31.8750142,1993,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-29,3,Functional,Perennial,20.0,65,True,113
Mutare,15,Gosho,-19.122046,32.6936756,1986,37,Non-Functional,Bush Pump Type B,1,False,Yes,2022-07-28,2,Functional,Perennial,10.0,105,True,219
Nyanga,25,Glenspey,-18.2750324,32.631454,2015,16,Non-Functional,Bush Pump Type B,1,False,Yes,2022-11-20,1,Functional,Seasonal,0.474802051,96,False,680
Nyanga,7,Sabamba Village,-17.1406042,32.2131446,2000,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-06-01,3,Functional,Perennial,40.0,108,True,296
Buhera,12,Hazvinavarwi,-19.2101,31.1681916,2015,15,Fully Functional,Submersible Pump,1,False,Yes,2022-03-03,1,Functional,Perennial,46.0,38,True,437
Makoni,30,Mbodza,-18.8932797,32.0967547,2014,20,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-17,1,Functional,Perennial,31.0,20,True,276
Mutare,14,Munyama,-19.1756644,32.5889598,2015,50,Non-Functional,Bush Pump Type B,1,False,Yes,2022-04-24,1,Functional,Seasonal,0.990162901,87,False,823
Mutasa,4,Makwara,-18.4416014,32.9848327,2010,51,Fully Functional,Bush Pump Type B,1,True,Yes,2022-06-22,1,Functional,Perennial,0.433172304,40,True,141
Buhera,11,Machemedze,-19.1661552,31.8455325,1999,23,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-03,3,Functional,Perennial,38.0,84,True,540
Makoni,17,Zunidza C,-18.7079172,32.3211638,2006,29,Non-Functional,Bush Pump Type B,1,True,Yes,2022-06-26,2,Non-functional,Seasonal,0.163859249,56,True,389
Buhera,24,Musariri,-19.6563436,31.9460444,1994,50,Non-Functional,Bush Pump Type B,1,False,Yes,2022-03-23,1,Non-functional,Perennial,0.267282527,70,True,448
Buhera,29,Zimvere,-19.844221,32.2329297,2015,40,Partially Functional,Bush Pump Type A,1,False,Yes,2022-07-22,2,Functional,Perennial,22.0,65,True,171
Mutare,7,Voorostic,-19.2281682,32.7502775,1990,5,Fully Functional,Mono Pump,1,False,Yes,2022-05-11,1,Functional,Perennial,0.069094599,69,True,547
Makoni,21,Rateiwa,-18.5182776,32.3422363,2014,25,Non-Functional,Bush Pump Type B,1,True,No,2022-07-06,1,Functional,Perennial,38.0,92,False,630
Buhera,27,Kandoro,-19.7374322,32.077265,1971,15,Fully Functional,Bush Pump Type B,1,False,Yes,2022-12-17,1,Functional,Perennial,19.0,104,True,398
Nyanga,7,Mazarura,-17.7361568,32.6327456,1992,20,Fully Functional,Bush Pump Type B,1,True,Yes,2022-11-12,2,Functional,Seasonal,0.472468215,55,True,67
Makoni,19,Chirisa Village 2,-18.5345339,32.2419067,1994,31,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-06,3,Functional,Perennial,18.0,72,True,225
Makoni,29,Muhoma,-18.9138431,32.0540043,1993,27,Fully Functional,Bush Pump Type B,1,False,Yes,2022-10-22,1,Functional,Perennial,0.196101895,48,True,264
Buhera,2,Manyonda,-19.2532414,31.3152363,1986,30,Partially Functional,Bush Pump Type B,1,False,No,2022-04-29,1,Functional,Perennial,48.0,43,False,858
Buhera,25,Urayai,-19.5251574,32.1333421,1993,24,Fully Functional,Bush Pump Type A,1,False,Yes,2022-12-01,1,Functional,Perennial,33.0,40,True,149
Makoni,24,Kanyongo,-18.2252344,31.4014005,1986,25,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-31,2,Functional,Perennial,48.0,29,True,503
Buhera,20,Vengesai,-19.3471964,31.9823872,2015,45,Fully Functional,Bush Pump Type B,1,False,Yes,2022-12-25,1,Non-Functional,Perennial,35.0,111,True,308
Makoni,6,Longfield A3,-18.1376852,32.0540328,2000,20,Fully Functional,Bush Pump Type A,1,False,Yes,2022-06-03,1,Non-existent,Seasonal,0.866040072,47,True,182
Chimanimani,4,Nyore,-19.5830658,32.5929886,2015,24,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-17,2,Functional,Seasonal,0.879300553,60,True,273
Mutare,9,Musharu,-19.2320306,32.2151866,2014,30,Fully Functional,Bush Pump Type B,1,True,Yes,2022-01-29,1,Functional,Perennial,22.0,30,False,900
Chipinge,25,HAKWATA,-20.8266015,32.4559726,2015,50,Non-Functional,Bush Pump Type B,1,True,Yes,2022-08-25,1,Functional,Perennial,19.0,91,True,280
Buhera,3,Kudiwa,-19.206911,31.4591888,2010,0,Non-Functional,Bush Pump Type B,1,False,Yes,2023-01-09,3,Non-existent,Perennial,31.0,90,True,182
Chipinge,26,Mazembe,-20.831331,32.2083758,1999,30,Fully Functional,Bush Pump Type B,1,False,No,2022-08-26,1,Functional,Perennial,3.0,101,True,135
Chipinge,24,Mabizeni,-20.7272889,32.2762311,2006,35,Non-Functional,Bush Pump Type B,1,False,No,2022-05-24,2,Non-functional,Seasonal,0.042881533,25,False,868
Chipinge,23,Zamchiya,-20.7190188,32.4695758,1994,0,Non-Functional,Bush Pump Type B,1,False,Yes,2022-07-20,1,Non-existent,Seasonal,0.892002975,101,True,326
Mutare,19,KUNESU,-19.3513587,32.3961562,2015,50,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-09,3,Functional,Perennial,7.0,75,True,504
Chipinge,29,Bhohani,-20.9973157,32.2757806,1990,18,Fully Functional,Submersible Pump,3,False,Yes,2022-05-29,2,Functional,Perennial,44.0,49,True,357
Mutare,15,Mwaamba,-19.1705812,32.6539462,2014,60,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-22,3,Functional,Perennial,8.0,32,True,342
Mutare,30,Chiadzwa,-19.6253282,32.3240854,1971,47,Fully Functional,Bush Pump Type B,1,False,Yes,2022-07-31,1,Functional,Seasonal,0.576766925,49,True,473
Makoni,10,25 Domborembizi,-18.3357965,32.413029,1986,17,Fully Functional,Bush Pump Type B,1,False,Yes,2022-03-19,1,Non-existent,Perennial,8.0,64,True,81
Mutare,11,Kwembeya,-19.1541319,32.3434547,2015,15,Fully Functional,Bush Pump Type B,1,False,Yes,2022-08-30,1,Functional,Perennial,37.0,47,True,337
Chipinge,28,Chinyamukwakwa 2,-20.12521,32.360618,1986,15,Partially Functional,Bush Pump Type B,1,False,Yes,2022-09-08,2,Functional,Perennial,0.204895465,41,True,337
Chipinge,6,Sterkstroom,-20.0743383,32.7259753,1993,50,Non-Functional,Elephant Pump,1,False,Yes,2023-03-14,3,Non-existent,Seasonal,29.0,78,True,451
Chimanimani,5,Nemaramba,-19.7309557,32.4586945,1986,45,Partially Functional,Bush Pump Type B,1,False,No,2023-04-12,3,Functional,Perennial,8.0,43,True,520
Mutasa,14,Magadzre,-18.6313814,32.4705728,2015,40,Partially Functional,Bush Pump Type B,1,False,Yes,2022-10-24,1,Functional,Seasonal,0.346518161,110,True,73
Makoni,35,10,-17.9701063,32.1910409,2000,56,Partially Functional,Bush Pump Type B,1,False,Yes,2022-05-03,1,Non-existent,Seasonal,0.840227189,43,False,836
Chimanimani,20,Dzitiro,-19.959051,32.4007831,2015,35,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-01,2,Functional,Perennial,49.0,42,True,217
Chipinge,27,Vheneka,-20.14829,32.165919,2014,20,Fully Functional,Bush Pump Type B,1,False,Yes,2022-06-08,1,Functional,Perennial,26.0,75,True,371
Makoni,4,Tanda Small Scale,-17.9463347,32.3593499,2015,5,Fully Functional,Bush Pump Type B,1,False,No,2022-10-23,2,Functional,Seasonal,29.0,30,False,856
Buhera,26,Mutero,-19.7932646,31.9976517,2010,26,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-15,3,Non-Functional,Perennial,34.0,113,True,121
Mutasa,12,Samusodza,-18.5030796,32.5811029,1999,12,Fully Functional,Bush Pump Type B,1,False,Yes,2022-12-13,1,Functional,Perennial,37.0,45,True,133
Mutasa,19,Dombo Village 4,-18.6795443,32.6742113,2006,45,Non-Functional,Bush Pump Type B,1,False,Yes,2023-05-30,3,Functional,Perennial,50.0,113,False,733
Chipinge,25,RIMAI,-20.7850268,32.3714,1994,15,Partially Functional,Bush Pump Type B,1,False,Yes,2022-02-05,2,Non-Functional,Perennial,10.0,31,True,274
Mutare,5,Garwi,-19.0382135,32.5069764,2015,30,Fully Functional,Bush Pump Type B,1,True,Yes,2023-03-27,3,Functional,Perennial,8.0,113,False,742
Chimanimani,20,Nhachi,-19.8740821,32.434524,1990,33,Fully Functional,Bush Pump Type B,1,False,Yes,2022-04-03,2,Functional,Perennial,27.0,47,True,430
Chipinge,1,Ngaoni,-19.981639,32.3965658,2014,18,Fully Functional,Bush Pump Type B,1,True,Yes,2022-12-02,1,Functional,Perennial,9.0,82,True,596
Makoni,9,Village 20,-18.1015735,32.4135576,1971,17,Non-Functional,Bush Pump Type A,1,False,Yes,2022-02-11,1,Non-existent,Perennial,0.469313362,110,True,384
Mutare,30,Rombe,-19.6518782,32.3852165,1956,25,Non-Functional,Bush Pump Type B,1,False,Yes,2022-03-29,1,Non-existent,Seasonal,0.679087843,43,True,283
Chipinge,27,Mbendani,-20.4315446,32.1321356,1987,18,Partially Functional,Bush Pump Type B,1,True,Yes,2022-07-25,1,Functional,Perennial,46.0,21,True,513
Makoni,36,Tukuta,-17.8780737,32.4620906,1987,18,Fully Functional,Bush Pump Type A,1,True,Yes,2022-04-17,2,Non-Functional,Perennial,0.404624232,59,True,53
Buhera,5,Mbwende,-19.3002092,31.4395045,1992,13,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-29,3,Non-Functional,Perennial,22.0,28,True,368
Makoni,25,Madhibhu,-18.7748008,31.9895034,2016,29,Fully Functional,Bush Pump Type B,1,True,Yes,2022-09-17,1,Functional,Perennial,26.0,77,True,98
Buhera,16,Mapani,-19.4575394,31.6646551,1986,25,Fully Functional,Bush Pump Type B,1,True,Yes,2023-04-17,3,Non-Functional,Perennial,32.0,102,True,264
Makoni,1,Ziteya,-17.6230625,32.4946639,1993,25,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-03,3,Functional,Perennial,0.574185278,51,True,88
Chipinge,23,Tuto,-20.7474669,32.481676,1986,0,Non-Functional,Bush Pump Type A,1,False,No,2022-02-07,2,Non-functional,Perennial,23.0,42,False,872
Nyanga,7,Mazarura,-17.7516992,32.6525308,2015,25,Fully Functional,Bush Pump Type B,1,True,Yes,2022-08-17,1,Functional,Perennial,21.0,66,True,580
Buhera,16,Bika,-19.392058,31.7018557,2000,40,Fully Functional,Bush Pump Type A,1,False,Yes,2022-03-13,2,Functional,Perennial,41.0,48,True,17
Chipinge,24,Madhuku 1,-20.7106196,32.3780474,2015,20,Fully Functional,Bush Pump Type B,2,True,Yes,2022-04-26,1,Functional,Perennial,13.0,28,True,227
Makoni,26,Toriro,-18.7160263,32.0759745,2014,15,Fully Functional,Bush Pump Type A,1,True,Yes,2023-02-23,3,Functional,Perennial,48.0,70,True,183
Mutasa,11,Makomva,-18.5677393,32.6806943,2015,20,Non-Functional,Bush Pump Type B,1,False,Yes,2022-12-03,2,Non-existent,Perennial,30.0,24,False,912
Mutare,8,Zvirongohwe,-19.2639444,32.0730051,2010,30,Fully Functional,Bush Pump Type B,1,False,Yes,2022-11-25,1,Functional,Perennial,37.0,81,True,543
Buhera,25,Musoni,-19.614918,32.0234102,1999,18,Non-Functional,Bush Pump Type A,1,False,Yes,2023-04-23,3,Functional,Perennial,30.0,72,True,442
Buhera,20,Machemedze,-19.3531056,32.0440098,2006,10,Partially Functional,Bush Pump Type B,1,False,No,2022-07-27,1,Non-Functional,Perennial,29.0,82,False,909
Makoni,21,Nyagota,-18.57255,32.3526587,1994,12,Fully Functional,Bush Pump Type B,1,True,Yes,2022-03-11,1,Non-Functional,Perennial,42.0,70,True,431
Makoni,5,Mungure,-17.4442445,32.1404153,2015,17,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-02,3,Functional,Perennial,12.0,79,True,536
Makoni,1,Nyamuronda,-17.6585536,32.5173086,1990,31,Partially Functional,Bush Pump Type B,1,False,Yes,2022-03-05,2,Functional,Perennial,46.0,48,True,121
Mutasa,24,Mawondo,-18.7917303,32.5750059,2014,16,Partially Functional,Bush Pump Type B,1,False,Yes,2022-01-25,1,Functional,Perennial,39.0,102,True,490
Mutare,3,Goodhope,-18.8943966,32.3510431,1971,0,Non-Functional,Mono Pump,1,False,Yes,2022-03-09,1,Functional,Perennial,41.0,22,False,825
Mutare,3,Mt Mainje,-18.4120317,32.3130342,1986,30,Partially Functional,Bush Pump Type B,1,False,Yes,2022-12-25,1,Functional,Perennial,0.597764827,51,False,720
